title,location,desc,price,bath,bed,toilet,area
4 bedroom semi-detached duplex for rent,"2nd Toll Gate, Lekki, Lagos","Brand new 4 bedroom semi detached duplexfeatures:custom made bespoke finishingample parkingfamily loungefitted kitchenstamped concrete floorspacious living roomall rooms en-suitewalk-in- showerspacious master bedroomwater heatersrent: 4.5magency: 10%legal: 10%caution: 300ktotal: 5,700,000location: 2nd toll gate, lek...",4500000,4 Bathrooms,4 Bedrooms,5 Toilets,lekki
4 bedroom semi-detached duplex for rent,"Maruwa Lekki Right, Lekki Phase 1, Lekki, Lagos",,7000000,4 Bathrooms,4 Bedrooms,6 Toilets,lekki
2 bedroom flat / apartment for rent,"Chevyview Estate, Lekki, Lagos",Luxurious executive 2 bedroom en-suite apartment with living area in a serene environment in chevyview estate by chevron lekki lagos..features2 bedroom en-suitebalconyroomsitting areamicrowaveroom en-suite with jacuzziparking spacesecurity personnelgood access roadclean waterfitted wardrobeserene and secure environmentguard person...,2500000,2 Bathrooms,2 Bedrooms,3 Toilets,lekki
Office space for rent,"Lekki Phase 1, Lekki, Lagos","Massive 120sqm and 250sqm office space is available for let in lekki phase .office space size 120sqmoffice space size 250sqmprice n60,000 per sqmservice charge n20,000 per sqmfor enquirers and inspection please call 08181849377 09098586...",60000,4 Bathrooms,,4 Toilets,lekki
4 bedroom semi-detached duplex for rent,"Diamond Estate, Monastery Road By Shoprite Sangotedo, Ajah, Lagos","4 bedroom semi-detached duplex with bq available for rent in diamond estate, monastery road, sangotedo, lekki, lagos.diamond estate is located off monastery (shoprite) road sangotedo, and is reasonably walking distance to the novare shoprite mall.infrastructure & facilities in diamond estate include:- secure gated estate with armed security- reliable supply of clean treated water- a serene and well-landscaped environment with flowers planted in front of houses.- recreational parks- sport facilities------------------------------tag someone who needs to see this ️(we have other properties available for sell, kindly go through our page)-------------------------------------------for you information and inspection contact:+234 902 356 5204[email protected]--#wallingtonrealtiesltd#lekkirealtor #lekkilagos #luxurylife#affordablepropertiesinlekki#affordablepropertiesinlagos #lagos #realestate#realestateagent #2021 #nigeriaproperties#propertyhub #nigeria #lagoslife #lagoslifestyle #dope#luxury #luxuryhomes #africa #africanhomes#africanproperties #nigeriarealestate #dubai#dubailifestyle #design #homedesigns#nigerianrealestate #realestatelagos #realestatenige...",3000000,4 Bathrooms,4 Bedrooms,5 Toilets,lekki
3 bedroom flat / apartment for rent,"Off Freedom Way, Lekki Phase 1, Lekki, Lagos","*to let at lekki phase 1*fitted and service 3bedroom flat off freedom way, lekki phase 1rent = n4.5msc = tbdagency & legal = 10% ea...",4500000,3 Bathrooms,3 Bedrooms,4 Toilets,lekki
5 bedroom detached duplex for rent,"Osapa London, Osapa, Lekki, Lagos","*letting:*tastefully finished 5 bedroom fully detached house with bq in a secured estate at osapa london, by circle mall, lekkiprice: n9mfeatures- all rooms en-suite- spacious living room- fitted kitchen - air - conditioning- modern fixtures and fittings- commensurable hours of electricity supply (phcn)- 24 hours security- provision of clean water- ample parking space- good road network- located within a safe, secured and serene estate- functional drainage systemcaution fee :10%agent: 10%legal: 10%service charge for the estate n470k per year.self servicesecond hand ...",9000000,5 Bathrooms,5 Bedrooms,6 Toilets,lekki
3 bedroom flat / apartment for rent,"Lekki Scheme 2, Ajiwe, Ajah, Lagos",Clean 3 bedroom flat for rent at lekki scheme 2. nice gated compound close to the road.rent: 1.4magent: 10%legal: 10%caution: ...,1400000,3 Bathrooms,3 Bedrooms,4 Toilets,lekki
4 bedroom terraced duplex for rent,"Ikota Villa Estate, Ikota, Lekki, Lagos","Fully serviced 4bedrooms terrace duplex with swimming pool & gymn for rentlocation: ikota villa estate lekki lagosrent: n3.5millionagency fee: n350,000 (10%)legal fee: n175,000 (5%)caution deposit:n250,000service charge:n540,000 per annum at n45,000 per month, payable upfront,bi-annually or annually.power : n85 per kilowatt + vat (24 hours ligh...",3500000,4 Bathrooms,4 Bedrooms,5 Toilets,lekki
4 bedroom detached duplex for rent,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","A 4 bedroom detached duplex with bq off admiralty way, lekki phase 1, lekki.the apartment is strictly for office use.rent-n6m per annum, agency-10%,legal-10%.contact toplift realtors on 08029763540 or 07046057...",6000000,4 Bathrooms,4 Bedrooms,5 Toilets,lekki
4 bedroom detached duplex for rent,"Osapa, Lekki, Lagos","Newly built 4 bedroom fully with bq in a well seren environmentprice: 4.5magency:10%legal:10%caution:200klocation: osapa, lekki lagosfeatures:serene estate,,stamped concrete floor,all rooms en-suite,spacious rooms,fitted kitchen,family lounge,bqsecurity house,jacuzzi,quality sanitary fittings,water heaters etc.⁣______________________________for enquiriescall:08087813295#agathaho...",4500000,4 Bathrooms,4 Bedrooms,5 Toilets,lekki
1 bedroom mini flat for rent,"Lekki Scheme 2, Ajiwe, Ajah, Lagos",Nice room and parlour mini flat for rent in lekki scheme 2. in a nice estate.reo 800agent 10%legal 10%caution ...,800000,,,,lekki
4 bedroom semi-detached duplex for rent,"Ikota, Lekki, Lagos",Newly and beautifully built four(4) bedroom semi detached duplex for rent in a lovely estate in lekki*features :gate secured estateample car parkserenitysecurityfully fitted kitchenfamily loungedecent spacinggreat neighbourhoodlocation :ikota lekkirent: #4.5magency:10%legal:10%caution:250ktotal package:#5.6...,4500000,4 Bathrooms,4 Bedrooms,5 Toilets,lekki
4 bedroom semi-detached duplex for rent,"VGC, Lekki, Lagos","Serviced 4bedroom semidetached duplex in a well secured environment, features an ample parking space,all rooms ensuit, a room bq and family loungelocation-vgc lekki lagosservice charge-#700,000rent-5,000,000agency-#500,000legal-...",5000000,4 Bathrooms,4 Bedrooms,4 Toilets,lekki
2 bedroom flat / apartment for rent,"Chevy View Estate Chevron, Igbo Efon, Lekki, Lagos",Luxurious 2 bedrooms flat at igbo efon lekki chevy view estate chevronrent-2.5magency and agreement-10%eachcoution deposit-200kservice charge-2...,2500000,3 Bathrooms,2 Bedrooms,6 Toilets,lekki
2 bedroom flat / apartment for rent,"Majek Estate, Ajah, Lagos",Neat and spacious 2 bedroom flat to let at majek estate ajah lek...,800000,2 Bathrooms,2 Bedrooms,3 Toilets,lekki
2 bedroom flat / apartment for rent,"Ajah, Lagos",Newly built 4 units if 2 bedroom flat available for rent by abraham adesanya estate junction ajah lek...,1000000,2 Bathrooms,2 Bedrooms,3 Toilets,lekki
1 bedroom mini flat for rent,"Ilasan, Lekki, Lagos","Luxurious newly built a room and parlour self contain is available for rent at illasan lekki lagos. well furnished with pop ceiling wadrope kitchen cabinets interlock compound gated fenced compound with security good access road standard room size prepaid meter water heater and alot more.rent:#1,300,000legal:#130,000agency:#130,000caution :#65,...",1300000,,,2 Toilets,lekki
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","*to let at ikate, lekki*service 2bedroom flat with swimming pool for rent at ikate.annual rent: 2.2mservice charge: 500kcaution: 100kagency: 10%legal:...",2200000,2 Bathrooms,2 Bedrooms,3 Toilets,lekki
3 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos","*to let at ikate, lekki*specious service 3bedroom flat with bq for rent at ikate.annual rent: 3.5mservice charge: 500kcaution: 200kagency: 10%legal: 10%pay and move ...",3500000,3 Bathrooms,3 Bedrooms,4 Toilets,lekki
4 bedroom semi-detached duplex for rent,"Ikota, Lekki, Lagos",For rent.4 bedrooms semi detached duplexlocation:ikota lekki-secured environment-fitted kitchen-spacious compound-standard rooms(all ensuite)price: 4.5m naira/annumsc: 400klegal: 10%agency: 10%caution: 2...,4500000,4 Bathrooms,4 Bedrooms,5 Toilets,lekki
Office space for rent,"Lekki Phase 1, Lekki, Lagos",Commercial 4 bedroom semi detached duplex for rent in lekki phase 1.features;-2 rooms staff quarters-spacious compound-front balcony-spacious sitting room-well ventilated rooms-secure environmentprice n10m per annumfor enquirers and inspection please call 08181849377 09098586...,10000000,4 Bathrooms,,5 Toilets,lekki
3 bedroom terraced duplex for rent,"Lekki Phase 1, Lekki, Lagos",Fully serviced 3 bedroom terrace duplex for rent in lekki phase 1.features!!!massive living roomfitted kitchenall rooms en-suitegood roads24 hours securityprice n4.5m per annunmfor enquirers and inspection please call us 08181849377 09098586...,4500000,3 Bathrooms,3 Bedrooms,4 Toilets,lekki
4 bedroom terraced duplex for rent,"Ologolo, Lekki, Lagos",4 bedroom terrace duplex for rent in ologolo lekkifeatures;-modern architecture- fitted kitchen-well ventilated rooms-pop ceiling-all rooms en suite-good road network-secure environmentprice n4m per annumfor enquirers and inspection please call 08181849377 09098586...,4000000,4 Bathrooms,4 Bedrooms,5 Toilets,lekki
3 bedroom flat / apartment for rent,"Lekki Scheme 2 Estate, Ajah, Lagos",Spacious 3bedroom flat with all room ensuite..tared road..good proximity..rent..1.4mlegal...140kagency...140kcaution...2...,1400000,3 Bathrooms,3 Bedrooms,4 Toilets,lekki
5 bedroom detached duplex for rent,"Chevron Drive, Lekki, Lagos",This is a very beautiful spacious and sophisticated 5 bedroom detached duplex located in a very serene and secure estate in chevron drive lekkirent 5 millioncaution 10%agency 10%legal 10%you would be very lucky to have this place at such a price because it's rare .. the car park can park up to 5 cars . hurr...,5000000,5 Bathrooms,5 Bedrooms,6 Toilets,lekki
3 bedroom flat / apartment for rent,"Lekki Right Hand Side, Lekki Phase 1, Lekki, Lagos","To letfully serviced 3bedroom flatlocation. lekki1, right hand siderent. 4.5msc. 2mfeaturesswimming poolgymall en-su...",4500000,3 Bathrooms,3 Bedrooms,4 Toilets,lekki
4 bedroom terraced duplex for rent,"Ikate, Lekki, Lagos",A tastefully finished luxurious 4 bedroom town house (all rooms ensuite) with 2 sitting rooms and a communal swimming pool on a 5 house mini estate off oba elegushi ikate lekki lagos.asking price:150m*engr...,150000000,4 Bathrooms,4 Bedrooms,5 Toilets,lekki
4 bedroom semi-detached duplex for rent,"Southern View Estate, Lekki Conservative Centre, Lekki Expressway, Lekki, Lagos","Very spacious well finished newly built 4 bedroom semi detached duplex with in a gated estate.rent :n4,500,000(n4.5m) per annumfeatures:+water treatment plant+sewage treatment plan+washing machine+fitted kitchen+pop ceiling+microwave+pantry+smoke extractor+oven+good lightings+walk in shower+good exterior+good road-+ample parking space+top class finishing-========================= for all your real estate related enquiries=contact :jacmaurice global investment ltd0803274349208022317...",4500000,4 Bathrooms,4 Bedrooms,5 Toilets,lekki
4 bedroom terraced duplex for rent,"Lekki Phase 1, Lekki, Lagos","To letnewly built luxury waterfront 4 bedroom fully finished and fully serviced semi-detached with air conditioning , fully fitted kitchenfacilities includes:-24 hours lights/power24 hours securitywater treatment plantfully fitted kitchenrefuse disposal systemcleaning of general/common areasadequate parking spaceair condiotioning /servicingswimmining poolgymwaterfront3 units availablerent ngn#12,000,000service charge ngn#2,000,000caution fee:- ngn#500,000agency fee:- ngn#1,200,000legal fee:- ngn#600,000location:- lekki phase 1 lagos sta...",12000000,5 Bathrooms,4 Bedrooms,5 Toilets,lekki
5 bedroom detached duplex for rent,"Southern View Estate, Lekki Conservative Centre, Lekki Expressway, Lekki, Lagos","Very spacious and well finished newly built 5 bedroom detached duplex with a bq terrace in a gated estate.close to lekki conservative centre, orchid hotels and chevron toll gate.rent :n6,500,000(n6.5m) per annumfeatures:+water treatment plant+sewage treatment plan+washing machine+fitted kitchen+pop ceiling+microwave+pantry+smoke extractor+oven+good lightings+walk in shower+good exterior+good road-+ample parking space+top class finishing-========================= for all your real estate related enquiries=contact :jacmaurice global investment ltd0803274349208022317...",6500000,5 Bathrooms,5 Bedrooms,6 Toilets,lekki
2 bedroom flat / apartment for rent,"Lekki Scheme 2, Ajah, Lagos","To letnewly built luxury 2 bedroom fully finished and fully self-serviced apartment plus bq with air conditioning , fully fitted kitchenfacilities includes-serviced24 hours securitywater treatment plantfully fitted kitchenrefuse disposal systemcleaning of generalcommon areasadequate parking spacerent ngn#1,600,000caution deposit ngn#150,000agency fee- ngn#160,000legal fee- ngn#160,000location- lekki scheme 2 ajah lagos sta...",1600000,3 Bathrooms,2 Bedrooms,3 Toilets,lekki
3 bedroom terraced duplex for rent,"Ologolo, Lekki, Lagos",Brand new 3 bedroom terrace duplex is available for rent within a secured estate in ologolo lekki.suitable for residential or shot let purpose with its own self compound.rent: 3mcaution :300klegal and agency fee 10% ea...,3000000,3 Bathrooms,3 Bedrooms,3 Toilets,lekki
4 bedroom terraced duplex for rent,"Orchid Road After Chevron Toll Gate, Ikota, Lekki, Lagos",Beautiful and well maintained 4 bedroom terrace duplex for rent in orchid road lekki after chevron toll gateall rooms en-suite. self compound access gate with securityfitted acs. water heater. large rooms spacious sitting room. the bathroom has bathtubs and a shower.rent: ...,3000000,4 Bathrooms,4 Bedrooms,5 Toilets,lekki
5 bedroom detached duplex for rent,"Ocean Breeze Estate, Ologolo, Lekki, Lagos",4 bedroom fully detached duplex with a room b/q at ologolo lekki lagosfacilities* kitchen cabinets* wooden floor* gas cooker* swimming pool* cctv cameras* apple parking sp...,6000000,5 Bathrooms,5 Bedrooms,6 Toilets,lekki
4 bedroom terraced duplex for rent,"Idado, Lekki, Lagos","Neat and lovely fully service terrace duplex with a boy's quarter in a well secured estate in chevron, lekki la...",4000000,5 Bathrooms,4 Bedrooms,5 Toilets,lekki
3 bedroom semi-detached duplex for rent,"Off Freedom Way,, Lekki Phase 1, Lekki, Lagos","Brand new 3 bedroom semi-detached with a bq(2 units available)location : off freedom way, lekkiphhase1self servicedrent : 5. 5mlegal : 10%agency : 10%caution : ...",5500000,,3 Bedrooms,,lekki
2 bedroom flat / apartment for rent,"Royal Palmwil Estate Badore, Ajah, Lagos","Brand new 2 bedroom flats, all rooms ensuite with wardrobes in each rooms, furniture/fitted kitchen, guest toilet and ample parking space in the compound.location: royal palmwill estate, badore road ajah lekki.rent: 1.2m per annumlegal fee: 120kagency fee: 120krefundable caution fee: 100kservice charge (psp waste management, cleaning of the compound & security): 70ktotal package: 1m .610k*don...",1200000,2 Bathrooms,2 Bedrooms,3 Toilets,lekki
